,time,force_mV,displacement_mV
0,1.9455594,5.33,379
1,0.014665300000000103,10.67,379
2,0.02990219999999999,16.00,378
3,0.045090000000000074,16.00,378
4,0.060123999999999844,16.00,379
5,0.07606999999999986,16.00,378
6,0.09187390000000017,16.00,378
7,0.10793429999999993,16.67,378
8,0.12277569999999982,17.33,377
9,0.13837100000000002,18.00,376
10,0.15389299999999984,17.33,376
11,0.16918449999999985,16.67,375
12,0.1856335,16.00,375
13,0.20091000000000014,16.00,374
14,0.21643289999999982,16.00,373
15,0.23261690000000024,16.00,372
16,0.2475601999999999,16.00,372
17,0.263304,16.00,371
18,0.27846740000000003,16.00,371
19,0.29412859999999985,16.00,370
20,0.3101630999999998,16.67,369
21,0.32597480000000023,16.67,369
22,0.34133120000000017,16.67,368
23,0.35766699999999996,16.00,367
24,0.3740764999999999,16.00,366
25,0.39045339999999995,16.00,366
26,0.40693570000000023,15.00,365
27,0.42265319999999984,14.00,365
28,0.4382214,13.00,364
29,0.45338619999999996,13.00,364
30,0.4699049000000002,13.00,364
31,0.4850418999999999,13.00,364
32,0.5003846000000001,13.00,364
33,0.5160489000000001,13.00,364
34,0.5316093000000002,13.00,364
35,0.5479955999999999,12.00,364
36,0.5637949000000002,11.00,364
37,0.5789594000000002,10.00,364
38,0.5944865000000001,10.00,364
39,0.6100662000000001,9.33,364
40,0.6265710999999998,8.67,363
41,0.6422060999999999,7.00,364
42,0.6585957,6.00,364
43,0.6744858999999999,5.00,364
44,0.6903957999999999,5.00,364
45,0.7058148999999998,5.00,364
46,0.7214715,4.00,364
47,0.7368621,3.00,364
48,0.752022,2.00,364
49,0.7671932000000001,3.00,364
50,0.7825590000000002,4.00,364
51,0.7986704999999998,4.00,364
52,0.8140495000000001,3.00,364
53,0.8296747000000002,2.00,364
54,0.8446724999999999,2.00,363
55,0.8604388999999999,2.00,364
56,0.8761526,2.00,364
57,0.8913268000000001,2.00,364
58,0.9067866,2.00,364
59,0.9223380999999999,2.00,365
60,0.9374711999999998,2.00,365
61,0.9530234,2.00,366
62,0.9688990000000002,2.00,366
63,0.9847800999999998,2.00,367
64,1.0002538,2.00,367
65,1.0161912999999998,2.00,367
66,1.0312833,2.00,368
67,1.0468795999999998,2.00,368
68,1.0621458,3.00,368
69,1.0780885,3.00,369
70,1.0934514999999998,3.00,369
71,1.1094264999999999,2.00,369
72,1.1250483000000002,2.00,369
73,1.1403785999999998,2.00,370
74,1.1563473999999998,2.00,370
75,1.1727060999999999,2.00,371
76,1.1890908999999998,2.00,371
77,1.2053095999999999,2.00,372
78,1.2204982,3.00,373
79,1.2364909,3.00,373
80,1.2522398000000001,3.00,373
81,1.26774,3.00,374
82,1.2829184,3.00,375
83,1.2988652,3.00,375
84,1.3146418000000002,2.00,376
85,1.3303499,2.00,377
86,1.3461616,2.00,378
87,1.3620788000000001,2.00,379
88,1.3770506000000002,2.00,379
89,1.3923029999999998,2.00,380
90,1.4080408999999998,2.00,381
91,1.4234536,2.00,381
92,1.4386379999999999,2.00,382
93,1.4539403999999998,2.00,382
94,1.4695075,2.00,383
95,1.4854523000000002,3.00,384
96,1.5013761,3.00,385
97,1.5165100999999999,3.00,386
98,1.5318094999999998,2.00,386
99,1.5474192999999998,2.00,387
100,1.5633842,2.00,388
101,1.5791426000000002,2.00,389
102,1.5946144,3.00,389
103,1.6106397,3.00,390
104,1.6258989,3.00,391
105,1.6411053000000002,2.00,391
106,1.656303,3.00,392
107,1.6717251999999998,3.00,392
108,1.6874314000000001,3.00,394
109,1.7022210999999998,2.00,394
110,1.7176432000000001,2.00,395
111,1.7329894,2.00,395
112,1.7489118,2.00,396
113,1.7644952,2.00,396
114,1.7804157,2.00,397
115,1.7959801000000002,2.00,398
116,1.8117017000000002,2.00,399
117,1.8276135000000002,2.00,400
118,1.8431512,2.00,400
119,1.8588125000000002,2.00,400
120,1.8751282,2.00,401
121,1.8900274,2.00,401
122,1.906087,2.00,402
123,1.9215364000000001,2.00,403
124,1.9369222,2.00,403
125,1.9526602000000002,2.00,403
126,1.9684217000000002,2.00,404
127,1.9848118,2.00,404
128,2.000452,2.00,403
129,2.0161628,2.00,403
130,2.0314318,1.33,403
131,2.0473572000000004,1.33,403
132,2.0635939,1.33,403
133,2.0794298000000007,2.00,404
134,2.0953371,2.00,403
135,2.1105007000000002,2.00,404
136,2.1257232000000004,2.00,403
137,2.1416999,2.00,403
138,2.1576206000000004,1.33,403
139,2.1726857000000006,1.33,403
140,2.1884712000000004,0.67,404
141,2.2044531000000003,0.67,403
142,2.2196243000000004,0.00,404
143,2.2351470000000004,0.67,403
144,2.25047,1.33,403
145,2.2658179,2.00,403
146,2.2813504,2.00,403
147,2.2964524000000006,2.00,403
148,2.3114767,1.33,403
149,2.3267429,1.33,403
150,2.3426987000000006,1.33,403
151,2.3584752,2.00,403
152,2.3748947000000005,2.00,403
153,2.3904614000000004,1.33,403
154,2.4054488000000003,0.67,403
155,2.4213546,0.00,404
156,2.4365115,0.67,404
157,2.4523905,1.33,403
158,2.4683603000000005,2.00,403
159,2.4840561,2.00,403
160,2.4995154,2.00,403
161,2.5148417,1.33,403
162,2.5305469,1.33,403
163,2.5465694,1.33,403
164,2.5623322,1.33,404
165,2.5780211,0.67,403
166,2.593971,0.00,404
167,2.6089858,0.00,403
168,2.6243742,0.67,403
169,2.6398357,0.67,403
170,2.6558678000000002,1.33,403
171,2.6717597,1.33,403
172,2.6867196,1.33,403
173,2.7028317,1.33,404
174,2.7183757,1.33,403
175,2.7337955000000003,2.00,403
176,2.7495942000000007,1.33,403
177,2.7659751000000004,1.33,403
178,2.781656,1.33,403
179,2.7974752,2.00,404
180,2.8130931000000006,2.00,403
181,2.8285078000000006,2.00,404
182,2.8440006,2.00,403
183,2.8597723000000004,2.00,403
184,2.8760323000000003,1.33,403
185,2.8917612000000004,0.67,403
186,2.9079512000000003,0.67,403
187,2.9236227,1.33,403
188,2.9389636,1.33,403
189,2.9542148,0.67,404
190,2.9692092,0.67,403
191,2.9850373,1.33,404
192,3.0012893,2.00,403
193,3.0177516000000004,1.33,403
194,3.0329499,1.33,404
195,3.0485605000000007,1.33,403
196,3.0640142,1.33,403
197,3.0801240000000005,0.67,404
198,3.0957456,0.67,403
199,3.1113052000000003,1.33,403
200,3.1271777,2.00,403
201,3.1427797,1.33,404
202,3.158697,1.33,403
203,3.1740908,1.33,403
204,3.1894052000000004,2.00,403
205,3.204968,2.00,403
206,3.2204809,2.00,403
207,3.2356236000000003,2.00,403
208,3.2515032,2.00,403
209,3.2675752000000005,1.33,403
210,3.2832117,0.67,403
211,3.298653,0.67,403
212,3.3148855,0.67,404
213,3.3309498,1.33,403
214,3.3461205000000005,1.33,404
