,time,force_mV,displacement_mV,mV
112,3.5210705,,,b'1.00\t403\r\n'
113,3.5518327,,,b'1.00\t403\r\n'
114,3.5828138,,,b'0.80\t403\r\n'
115,3.61324,,,b'0.80\t403\r\n'
116,3.6297227,,,b'0.60\t403\r\n'
117,3.6602422000000003,,,b'0.60\t404\r\n'
118,3.6753766000000003,,,b'0.80\t403\r\n'
119,3.6914877,,,b'0.80\t403\r\n'
120,3.7218058,,,b'1.00\t404\r\n'
121,3.7375767000000004,,,b'1.20\t403\r\n'
122,3.7686549,,,b'1.40\t403\r\n'
123,3.7836714,,,b'1.40\t403\r\n'
124,3.8149054999999996,,,b'1.60\t404\r\n'
125,3.8308199999999997,,,b'1.60\t404\r\n'
126,3.8464120000000004,,,b'1.80\t404\r\n'
127,3.8622251000000003,,,b'1.60\t403\r\n'
128,3.8780337,,,b'1.60\t404\r\n'
129,3.8935156,,,b'1.60\t403\r\n'
130,3.9237176999999996,,,b'1.40\t403\r\n'
131,3.939529,,,b'1.20\t403\r\n'
132,3.9548364,,,b'1.20\t403\r\n'
133,3.9851502,,,b'1.00\t403\r\n'
134,4.0160956,,,b'1.00\t403\r\n'
135,4.0319339,,,b'1.00\t403\r\n'
136,4.047982599999999,,,b'1.00\t404\r\n'
137,4.078113200000001,,,b'1.00\t403\r\n'
138,4.0942276,,,b'1.00\t404\r\n'
139,4.1101961,,,b'1.20\t403\r\n'
140,4.1405774,,,b'1.40\t403\r\n'
141,4.172102000000001,,,b'1.40\t403\r\n'
142,4.20229,,,b'1.40\t403\r\n'
143,4.233396300000001,,,b'1.40\t403\r\n'
144,4.248743599999999,,,b'1.20\t403\r\n'
145,4.2646239999999995,,,b'1.00\t403\r\n'
146,4.281018400000001,,,b'1.00\t404\r\n'
147,4.2970433,,,b'1.20\t403\r\n'
148,4.3129086999999995,,,b'1.20\t403\r\n'
149,4.3288733,,,b'1.00\t403\r\n'
150,4.345030700000001,,,b'1.00\t403\r\n'
151,4.3757068,,,b'1.00\t403\r\n'
152,4.4060091,,,b'1.00\t403\r\n'
153,4.4217493999999995,,,b'1.00\t403\r\n'
154,4.4382003999999995,,,b'1.00\t403\r\n'
155,4.4549781,,,b'1.00\t403\r\n'
156,4.4708281,,,b'1.00\t403\r\n'
157,4.486197199999999,,,b'0.80\t403\r\n'
158,4.5168032,,,b'0.60\t403\r\n'
159,4.5331320999999996,,,b'0.80\t403\r\n'
160,4.564173200000001,,,b'0.60\t403\r\n'
161,4.580014500000001,,,b'0.80\t404\r\n'
162,4.6109124,,,b'0.60\t403\r\n'
163,4.642197400000001,,,b'0.80\t403\r\n'
164,4.6578804,,,b'0.80\t403\r\n'
165,4.6733481,,,b'0.80\t403\r\n'
166,4.689130499999999,,,b'0.80\t403\r\n'
167,4.7051362,,,b'0.80\t403\r\n'
168,4.720573,,,b'0.80\t403\r\n'
169,4.7510069999999995,,,b'0.80\t403\r\n'
170,4.766299699999999,,,b'1.00\t403\r\n'
171,4.7823671,,,b'1.00\t403\r\n'
172,4.7982469000000005,,,b'1.00\t404\r\n'
173,4.828342900000001,,,b'0.80\t403\r\n'
174,4.8445705,,,b'1.00\t403\r\n'
175,4.860434100000001,,,b'1.20\t403\r\n'
176,4.876466799999999,,,b'1.20\t403\r\n'
177,4.8917809000000005,,,b'1.40\t403\r\n'
178,4.907594899999999,,,b'1.40\t403\r\n'
179,4.9232122,,,b'1.40\t403\r\n'
180,4.954954600000001,,,b'1.20\t403\r\n'
181,4.9702269999999995,,,b'1.20\t403\r\n'
182,4.9863059,,,b'1.40\t403\r\n'
183,5.0168187,,,b'1.40\t403\r\n'
184,5.0330277,,,b'1.20\t403\r\n'
185,5.048448499999999,,,b'1.00\t403\r\n'
186,5.0642911,,,b'1.00\t403\r\n'
187,5.079732699999999,,,b'1.00\t403\r\n'
188,5.110973400000001,,,b'1.20\t403\r\n'
189,5.141684,,,b'1.20\t403\r\n'
190,5.157708100000001,,,b'1.20\t403\r\n'
191,5.1883327,,,b'1.00\t403\r\n'
192,5.204050799999999,,,b'1.00\t403\r\n'
193,5.219357799999999,,,b'1.00\t403\r\n'
194,5.2355082,,,b'1.20\t403\r\n'
195,5.2664045999999995,,,b'1.20\t403\r\n'
196,5.282074400000001,,,b'1.00\t403\r\n'
197,5.297943500000001,,,b'0.80\t403\r\n'
198,5.3286005,,,b'0.80\t403\r\n'
199,5.3437479,,,b'0.60\t403\r\n'
200,5.3592371,,,b'0.80\t403\r\n'
201,5.374949000000001,,,b'1.00\t403\r\n'
202,5.3909155,,,b'1.00\t403\r\n'
203,5.421377400000001,,,b'1.00\t403\r\n'
204,5.4375985,,,b'0.80\t404\r\n'
205,5.453924499999999,,,b'1.00\t403\r\n'
206,5.4700247,,,b'1.00\t403\r\n'
207,5.4860264,,,b'1.20\t404\r\n'
208,5.5014106,,,b'1.20\t403\r\n'
209,5.5170178,,,b'1.40\t404\r\n'
210,5.532879599999999,,,b'1.20\t403\r\n'
211,5.5636156,,,b'1.20\t403\r\n'
212,5.5796847,,,b'1.00\t403\r\n'
213,5.5962066,,,b'1.20\t403\r\n'
214,5.6123522,,,b'1.20\t403\r\n'
215,5.642837500000001,,,b'1.20\t403\r\n'
216,5.6589235,,,b'1.40\t403\r\n'
217,5.6745812,,,b'1.20\t403\r\n'
218,5.6903457,,,b'1.20\t403\r\n'
219,5.706283000000001,,,b'1.20\t403\r\n'
220,5.7370357,,,b'1.20\t403\r\n'
221,5.752798500000001,,,b'1.20\t404\r\n'
222,5.7683281,,,b'1.40\t403\r\n'
223,5.784125700000001,,,b'1.20\t403\r\n'
224,5.7995,,,b'1.40\t403\r\n'
225,5.830378700000001,,,b'1.20\t403\r\n'
226,5.861826499999999,,,b'1.00\t403\r\n'
227,5.8922475,,,b'1.00\t403\r\n'
228,5.9080992000000006,,,b'1.00\t403\r\n'
229,5.923606700000001,,,b'1.00\t404\r\n'
230,5.954213599999999,,,b'1.00\t403\r\n'
231,5.969970699999999,,,b'0.80\t403\r\n'
232,5.9854433,,,b'0.60\t403\r\n'
233,6.015815,,,b'0.80\t403\r\n'
234,6.031786800000001,,,b'0.80\t403\r\n'
235,6.0480222999999995,,,b'1.00\t403\r\n'
236,6.078559200000001,,,b'1.00\t403\r\n'
237,6.109758599999999,,,b'1.00\t403\r\n'
238,6.1407343,,,b'1.00\t403\r\n'
239,6.1559743000000005,,,b'0.80\t403\r\n'
240,6.171730200000001,,,b'0.80\t404\r\n'
241,6.1877215,,,b'1.00\t403\r\n'
242,6.203444299999999,,,b'1.20\t404\r\n'
243,6.234268,,,b'1.20\t403\r\n'
244,6.2502642,,,b'1.20\t403\r\n'
245,6.2802056,,,b'1.00\t403\r\n'
246,6.296472999999999,,,b'1.00\t403\r\n'
247,6.327170599999999,,,b'1.20\t403\r\n'
248,6.3432558,,,b'1.00\t403\r\n'
249,6.35913,,,b'1.20\t403\r\n'
250,6.3893965,,,b'1.40\t403\r\n'
251,6.42075,,,b'1.20\t403\r\n'
252,6.451967699999999,,,b'1.00\t403\r\n'
253,6.4684004,,,b'0.80\t403\r\n'
254,6.4990749,,,b'0.80\t403\r\n'
255,6.514376499999999,,,b'0.80\t403\r\n'
256,6.544965099999999,,,b'1.00\t403\r\n'
257,6.561197,,,b'1.00\t403\r\n'
258,6.577049499999999,,,b'1.00\t403\r\n'
259,6.592770699999999,,,b'0.80\t403\r\n'
260,6.623804699999999,,,b'0.60\t403\r\n'
261,6.6400401,,,b'0.80\t403\r\n'
262,6.655663299999999,,,b'0.80\t404\r\n'
263,6.671640799999999,,,b'1.00\t403\r\n'
264,6.687465899999999,,,b'1.00\t403\r\n'
265,6.7029654999999995,,,b'1.20\t403\r\n'
266,6.7189345,,,b'1.20\t403\r\n'
267,6.734638499999999,,,b'1.00\t403\r\n'
268,6.7511092,,,b'1.00\t404\r\n'
269,6.7661069000000005,,,b'1.20\t403\r\n'
270,6.7817106,,,b'1.20\t403\r\n'
271,6.797756099999999,,,b'1.20\t403\r\n'
272,6.8283831,,,b'1.20\t403\r\n'
273,6.8441011,,,b'1.20\t403\r\n'
274,6.8595939999999995,,,b'1.00\t404\r\n'
275,6.8905013,,,b'0.80\t403\r\n'
276,6.9068042,,,b'0.60\t403\r\n'
277,6.9225849,,,b'0.60\t403\r\n'
278,6.937631699999999,,,b'0.80\t403\r\n'
279,6.953481999999999,,,b'0.80\t403\r\n'
280,6.9844943,,,b'1.00\t403\r\n'
281,7.0150872,,,b'0.80\t403\r\n'
282,7.0466546,,,b'0.80\t403\r\n'
283,7.0774268,,,b'0.80\t403\r\n'
284,7.108121499999999,,,b'0.80\t403\r\n'
285,7.1237698,,,b'0.80\t403\r\n'
286,7.138955899999999,,,b'0.80\t403\r\n'
287,7.1542978,,,b'0.80\t403\r\n'
288,7.1696297,,,b'0.60\t403\r\n'
289,7.200318099999999,,,b'0.40\t403\r\n'
290,7.2156492,,,b'0.20\t403\r\n'
291,7.2309023,,,b'0.40\t403\r\n'
292,7.2618735999999995,,,b'0.40\t403\r\n'
293,7.2936677,,,b'0.20\t403\r\n'
294,7.3243302,,,b'0.40\t403\r\n'
295,7.3550948,,,b'0.40\t403\r\n'
296,7.3710567000000005,,,b'0.40\t403\r\n'
297,7.3865792,,,b'0.60\t403\r\n'
298,7.402309599999999,,,b'0.80\t404\r\n'
299,7.4180615,,,b'0.80\t403\r\n'
300,7.4337129,,,b'1.00\t403\r\n'
301,7.464133199999999,,,b'1.00\t403\r\n'
302,7.4799732,,,b'1.20\t403\r\n'
303,7.5115113000000004,,,b'1.40\t403\r\n'
304,7.542507799999999,,,b'1.20\t403\r\n'
305,7.5585550999999995,,,b'1.40\t403\r\n'
306,7.5742659,,,b'1.60\t404\r\n'
307,7.5901800999999995,,,b'1.60\t403\r\n'
308,7.6208893,,,b'1.60\t403\r\n'
309,7.636756499999999,,,b'1.80\t403\r\n'
310,7.652799,,,b'1.60\t403\r\n'
311,7.667895,,,b'1.60\t403\r\n'
312,7.6989894,,,b'1.60\t404\r\n'
313,7.7151253,,,b'1.60\t403\r\n'
314,7.731575899999999,,,b'1.80\t403\r\n'
315,7.7471593,,,b'1.80\t403\r\n'
316,7.7629660000000005,,,b'1.60\t403\r\n'
317,7.7793572,,,b'1.60\t403\r\n'
318,7.7956983,,,b'1.60\t403\r\n'
319,7.8115731,,,b'1.60\t403\r\n'
320,7.827082599999999,,,b'1.80\t403\r\n'
321,7.8427551,,,b'1.60\t404\r\n'
322,7.873761099999999,,,b'1.60\t403\r\n'
323,7.8897516,,,b'1.60\t403\r\n'
324,7.9209607,,,b'1.60\t404\r\n'
325,7.9366749,,,b'1.60\t403\r\n'
326,7.9518267,,,b'1.80\t403\r\n'
327,7.982666499999999,,,b'1.80\t403\r\n'
328,7.998328299999999,,,b'1.80\t403\r\n'
329,8.013570099999999,,,b'1.80\t403\r\n'
330,8.0286979,,,b'1.80\t403\r\n'
331,8.0440256,,,b'2.00\t404\r\n'
332,8.075786299999999,,,b'2.00\t403\r\n'
333,8.107184199999999,,,b'2.00\t403\r\n'
334,8.1233773,,,b'2.00\t404\r\n'
335,8.139383,,,b'1.80\t404\r\n'
336,8.170973199999999,,,b'1.60\t403\r\n'
337,8.186664799999999,,,b'1.60\t403\r\n'
338,8.2019349,,,b'1.60\t403\r\n'
339,8.217502999999999,,,b'1.60\t403\r\n'
340,8.2337407,,,b'1.60\t403\r\n'
341,8.250078799999999,,,b'1.60\t403\r\n'
342,8.2803459,,,b'1.60\t403\r\n'
343,8.3111201,,,b'1.40\t403\r\n'
344,8.343108599999999,,,b'1.40\t403\r\n'
345,8.358930899999999,,,b'1.60\t404\r\n'
346,8.3751935,,,b'1.60\t403\r\n'
347,8.4070473,,,b'1.60\t404\r\n'
348,8.4223644,,,b'1.60\t403\r\n'
349,8.4385048,,,b'1.60\t403\r\n'
350,8.4692511,,,b'1.60\t404\r\n'
351,8.4854165,,,b'1.60\t403\r\n'
352,8.5012864,,,b'1.60\t403\r\n'
353,8.532276,,,b'1.80\t403\r\n'
354,8.5631048,,,b'1.80\t403\r\n'
355,8.5938904,,,b'1.80\t403\r\n'
356,8.6100358,,,b'1.80\t403\r\n'
357,8.6256606,,,b'1.80\t403\r\n'
358,8.6416194,,,b'1.80\t404\r\n'
359,8.6716679,,,b'1.60\t403\r\n'
360,8.7026498,,,b'1.60\t403\r\n'
361,8.733614099999999,,,b'1.60\t403\r\n'
362,8.7647467,,,b'1.40\t403\r\n'
363,8.7806135,,,b'1.20\t403\r\n'
364,8.796366899999999,,,b'1.20\t403\r\n'
365,8.8275942,,,b'1.20\t403\r\n'
366,8.858395,,,b'1.40\t403\r\n'
367,8.8888704,,,b'1.40\t403\r\n'
368,8.919886,,,b'1.20\t404\r\n'
369,8.9504713,,,b'1.20\t403\r\n'
370,8.966064099999999,,,b'1.00\t403\r\n'
371,8.9818331,,,b'0.80\t403\r\n'
372,9.0119847,,,b'0.80\t403\r\n'
373,9.0284474,,,b'1.00\t403\r\n'
374,9.0438802,,,b'1.00\t403\r\n'
375,9.0598397,,,b'0.80\t403\r\n'
376,9.075279499999999,,,b'0.80\t403\r\n'
377,9.1064294,,,b'0.80\t403\r\n'
378,9.1367387,,,b'0.80\t403\r\n'
379,9.1529093,,,b'0.80\t403\r\n'
380,9.168632299999999,,,b'1.00\t403\r\n'
381,9.199747799999999,,,b'1.20\t403\r\n'
382,9.214934,,,b'1.20\t403\r\n'
383,9.2310363,,,b'1.20\t403\r\n'
384,9.261951,,,b'1.00\t403\r\n'
385,9.293319799999999,,,b'1.00\t403\r\n'
386,9.3088904,,,b'0.80\t404\r\n'
387,9.340508699999999,,,b'0.60\t403\r\n'
388,9.3557404,,,b'0.80\t404\r\n'
389,9.386385599999999,,,b'0.80\t403\r\n'
390,9.4023074,,,b'0.60\t403\r\n'
391,9.4177957,,,b'0.40\t403\r\n'
392,9.448868,,,b'0.60\t403\r\n'
393,9.465047799999999,,,b'0.60\t403\r\n'
394,9.4810103,,,b'0.80\t404\r\n'
395,9.4963149,,,b'1.00\t403\r\n'
396,9.5124243,,,b'1.00\t403\r\n'
397,9.5430953,,,b'1.20\t403\r\n'
398,9.574283399999999,,,b'1.00\t403\r\n'
399,9.605213299999999,,,b'1.00\t403\r\n'
400,9.6363071,,,b'1.00\t404\r\n'
401,9.652080699999999,,,b'1.00\t403\r\n'
402,9.6680808,,,b'1.00\t403\r\n'
403,9.683550499999999,,,b'0.80\t404\r\n'
404,9.7144079,,,b'0.80\t403\r\n'
405,9.7452727,,,b'0.80\t403\r\n'
406,9.761013799999999,,,b'1.00\t403\r\n'
407,9.7765218,,,b'1.00\t403\r\n'
408,9.7921775,,,b'1.20\t403\r\n'
409,9.8083657,,,b'1.40\t403\r\n'
410,9.8387506,,,b'1.40\t403\r\n'
411,9.8540587,,,b'1.40\t403\r\n'
412,9.8698727,,,b'1.20\t403\r\n'
413,9.8851357,,,b'1.20\t403\r\n'
414,9.900913899999999,,,b'1.00\t404\r\n'
415,9.91723,,,b'0.80\t403\r\n'
416,9.9483114,,,b'0.80\t403\r\n'
417,9.9797242,,,b'0.60\t403\r\n'
418,9.996170099999999,,,b'0.40\t403\r\n'
419,10.0267935,,,b'0.40\t403\r\n'
