,time,mV
0,1.9657329,0.0
1,0.012429499999999871,0.0
2,0.02358479999999985,0.0
3,0.03551909999999969,0.0
4,0.046900699999999684,0.0
5,0.057980699999999885,0.0
6,0.06952919999999985,0.0
7,0.08086029999999989,0.0
8,0.09255360000000001,0.0
9,0.10457509999999992,0.0
10,0.11707629999999991,0.0
11,0.1288543999999998,0.0
12,0.1400235999999997,0.0
13,0.15089299999999994,0.0
14,0.16207320000000003,0.0
15,0.17308699999999977,0.0
16,0.18506810000000007,0.0
17,0.1960881999999997,0.0
18,0.20762769999999975,0.0
19,0.22003389999999978,0.0
20,0.2316028000000001,0.0
21,0.24356219999999995,0.0
22,0.2550620000000001,0.0
23,0.2668417999999999,0.0
24,0.2788146,0.0
25,0.29029589999999983,0.0
26,0.30184739999999977,0.0
27,0.3130791999999998,0.0
28,0.32493099999999986,0.0
29,0.33631659999999997,0.0
30,0.3473514,0.0
31,0.3585143999999998,0.0
32,0.36940399999999984,0.0
33,0.38093280000000007,0.0
34,0.39208419999999977,0.0
35,0.4035755999999999,0.0
36,0.4146966000000001,0.0
37,0.4265637,0.0
38,0.43897260000000005,0.0
39,0.45068339999999996,0.0
40,0.46264320000000003,0.0
41,0.47461719999999996,0.0
42,0.48644089999999984,0.0
43,0.4974560000000001,0.0
44,0.5087060999999999,0.0
45,0.5207436999999997,0.0
46,0.5320456,0.0
47,0.5432927999999997,0.0
48,0.5544623,0.0
49,0.5660886999999999,0.0
50,0.5775902999999998,0.0
51,0.5889303999999997,0.0
52,0.6004356999999998,0.0
53,0.6114250000000001,0.0
54,0.6231085999999997,0.0
55,0.6348180999999999,0.0
56,0.6459033000000001,0.0
57,0.6576933999999999,0.0
58,0.6689772,0.0
59,0.6800907999999999,0.0
60,0.6925140000000001,0.0
61,0.7043852999999998,0.0
62,0.7163689,0.0
63,0.7280664999999997,0.0
64,0.7398655000000001,0.0
65,0.7513465999999998,0.0
66,0.7628999999999997,0.0
67,0.7740798999999998,0.0
68,0.7855531999999998,0.0
69,0.7967369999999998,0.0
70,0.8082338999999998,0.0
71,0.8191345000000001,0.0
72,0.8305878,0.0
73,0.8424022,0.0
74,0.8539184999999998,0.0
75,0.8650880000000001,0.0
76,0.8764928999999997,0.0
77,0.8876521999999998,0.0
78,0.8994098999999998,0.0
79,0.9109322,0.0
80,0.9224174999999999,0.0
81,0.9339602999999999,0.0
82,0.9458053,0.0
83,0.9572921000000001,0.0
84,0.968769,0.0
85,0.9805704,0.0
86,0.9920559999999998,0.0
87,1.0030717999999998,0.0
88,1.0144009,0.0
89,1.0259296999999998,0.0
90,1.0378227,0.0
91,1.0499125999999999,0.0
92,1.061496,0.0
93,1.0736219,0.0
94,1.0853959,0.0
95,1.097398,0.0
96,1.108889,0.0
97,1.1210649,0.0
98,1.1326008,0.0
99,1.1446164999999997,0.0
100,1.1565304999999997,0.0
101,1.1679605,0.0
102,1.1790864,0.0
103,1.1901454,0.0
104,1.2014716,0.0
105,1.2126687,0.0
106,1.2241478,0.0
107,1.2359977999999998,0.0
108,1.2475432,0.0
109,1.2595405999999998,0.0
110,1.2705511,0.0
111,1.2819846999999998,0.0
112,1.2940736999999998,0.0
113,1.3056003,0.0
114,1.3173209999999997,0.0
115,1.3290832,0.0
116,1.3405907999999997,0.0
117,1.3523704999999997,0.0
118,1.3639433999999997,0.0
119,1.3750556,0.0
120,1.3863124999999998,0.0
121,1.397377,0.0
122,1.4089435999999997,0.0
123,1.4202564999999998,0.0
124,1.4320833999999998,0.0
125,1.4435724999999997,0.0
126,1.4545765,0.0
127,1.4664014,0.0
128,1.4778088999999999,0.0
129,1.4897521999999999,0.0
130,1.5009262999999997,0.0
131,1.5126125,0.0
132,1.524601,0.0
133,1.5364087,0.0
134,1.5474663,0.0
135,1.5590655999999998,0.0
136,1.5702175,0.0
137,1.5818411,0.0
138,1.5932673999999998,0.0
139,1.6044006,0.0
140,1.6154756999999997,0.0
141,1.6267302,0.0
142,1.6377042,0.0
143,1.6495034999999998,0.0
144,1.6605064999999999,0.0
145,1.6720761999999998,0.0
146,1.6840639,0.0
147,1.6956975,0.0
148,1.7073869,0.0
149,1.7195701999999997,0.0
150,1.7312602,0.0
151,1.7428195999999998,0.0
152,1.7553288999999999,0.0
153,1.7677999,0.0
154,1.7796577,0.0
155,1.7916442,0.0
156,1.8030355,0.0
157,1.8140084,0.0
158,1.825691,0.0
159,1.8371596000000001,0.0
160,1.8484059999999998,0.0
161,1.8594461,0.0
162,1.8707949,0.0
163,1.8819792999999998,0.0
164,1.8934717,0.0
165,1.9055098999999998,0.0
166,1.9173382,0.0
167,1.9290398,0.0
168,1.9408686999999998,0.0
169,1.9528479,0.0
170,1.9640293,0.0
171,1.9754684,0.0
172,1.9873311,0.0
173,1.9994304999999999,0.0
174,2.0109717,0.0
175,2.0224455999999997,0.2
176,2.0344825999999996,0.2
177,2.046036,0.4
178,2.0570439,0.6
179,2.0681000999999997,0.8
180,2.0795408999999996,0.8
181,2.0915105,1.0
182,2.1031414,1.2
183,2.1151358,1.4
184,2.1271158999999997,1.6
185,2.1385689,1.6
186,2.1501102999999997,1.8
187,2.1611117999999996,1.8
188,2.1723166999999997,1.8
189,2.1840469000000002,1.8
190,2.1953899999999997,2.0
191,2.2065514999999998,2.0
192,2.2185322999999997,2.0
193,2.2300552,2.0
194,2.2415770999999998,2.0
195,2.2535597000000003,2.0
196,2.2651966999999997,2.0
197,2.2763548,2.0
198,2.2880502,2.0
199,2.3000523,2.0
200,2.3118049999999997,2.3
201,2.3237202999999997,2.6
202,2.3354147000000003,2.9
203,2.3468871,3.2
